Id,CountryName,CreateDate,Void
ce7ba184-44ec-4612-9878-a4d24007593d, Kenya, 2020-12-01 00:00:00, 0
38cd8d14-28a7-47cd-ae4a-e2acaf44cf7c, Uganda, 2020-12-01 00:00:00, 0
6e4a2eb7-75d9-45f4-a9b6-7e6969063109, Tanzania, 2020-12-01 00:00:00, 0
